ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU2,2303,SYSTEM12U.TXT,0.57062,0.48095,0.52196,1
ROUGE-SU2,2303,SYSTEM123.TXT,0.57062,0.48095,0.52196,1
ROUGE-SU2,2303,SYSTEM13U.TXT,0.57062,0.48095,0.52196,1

ROUGE-SU2,2302,SYSTEM13U.TXT,0.10556,0.08676,0.09524,1
ROUGE-SU2,2302,SYSTEM23.TXT,0.10556,0.08676,0.09524,1
ROUGE-SU2,2302,SYSTEM12.TXT,0.10556,0.08676,0.09524,1
ROUGE-SU2,2302,SYSTEM13.TXT,0.12222,0.04671,0.06759,1
ROUGE-SU2,2302,SYSTEM23U.TXT,0.10556,0.08676,0.09524,1
ROUGE-SU2,2302,SYSTEM12U.TXT,0.10556,0.08676,0.09524,1
ROUGE-SU2,2302,SYSTEM123.TXT,0.10556,0.08676,0.09524,1
ROUGE-SU2,2302,SYSTEM1.TXT,0.12222,0.04671,0.06759,1
ROUGE-SU2,2302,SYSTEM123U.TXT,0.10556,0.08676,0.09524,1
ROUGE-SU2,2302,SYSTEM3.TXT,0.12222,0.04671,0.06759,1
ROUGE-SU2,2302,SYSTEM2.TXT,0.10556,0.08676,0.09524,1

ROUGE-SU2,2301,SYSTEM1.TXT,0.18868,0.13158,0.15504,1
ROUGE-SU2,2301,SYSTEM12U.TXT,0.33962,0.16071,0.21818,1
ROUGE-SU2,2301,SYSTEM2.TXT,0.23270,0.12715,0.16444,1
ROUGE-SU2,2301,SYSTEM13U.TXT,0.41509,0.19820,0.26829,1
ROUGE-SU2,2301,SYSTEM13.TXT,0.18868,0.13158,0.15504,1
ROUGE-SU2,2301,SYSTEM3.TXT,0.41509,0.19820,0.26829,1
ROUGE-SU2,2301,SYSTEM12.TXT,0.33962,0.16071,0.21818,1
ROUGE-SU2,2301,SYSTEM123.TXT,0.45912,0.34272,0.39247,1
ROUGE-SU2,2301,SYSTEM23U.TXT,0.45912,0.34272,0.39247,1
ROUGE-SU2,2301,SYSTEM23.TXT,0.45912,0.34272,0.39247,1
ROUGE-SU2,2301,SYSTEM123U.TXT,0.45912,0.34272,0.39247,1

ROUGE-SU2,2300,SYSTEM23.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM23U.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM13U.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM1.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM123.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM2.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM12U.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM3.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM13.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM123U.TXT,0.31111,0.25571,0.28070,1
ROUGE-SU2,2300,SYSTEM12.TXT,0.31111,0.25571,0.28070,1

ROUGE-SU2,3630,SYSTEM123.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM23.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM12U.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM1.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM23U.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM2.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM3.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM123U.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM12.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM13.TXT,0.58491,0.48438,0.52991,1
ROUGE-SU2,3630,SYSTEM13U.TXT,0.58491,0.48438,0.52991,1

ROUGE-SU2,3631,SYSTEM23.TXT,0.20430,0.12418,0.15447,1
ROUGE-SU2,3631,SYSTEM1.TXT,0.13978,0.13542,0.13757,1
ROUGE-SU2,3631,SYSTEM23U.TXT,0.20430,0.12418,0.15447,1
ROUGE-SU2,3631,SYSTEM13U.TXT,0.13978,0.13542,0.13757,1
ROUGE-SU2,3631,SYSTEM2.TXT,0.20430,0.12418,0.15447,1
ROUGE-SU2,3631,SYSTEM123.TXT,0.20430,0.12418,0.15447,1
ROUGE-SU2,3631,SYSTEM3.TXT,0.13978,0.13542,0.13757,1
