ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-SU1,3640,SYSTEM12U.TXT,0.23577,0.15508,0.18710,1
ROUGE-SU1,3640,SYSTEM123.TXT,0.23577,0.15508,0.18710,1
ROUGE-SU1,3640,SYSTEM23U.TXT,0.23577,0.15508,0.18710,1
ROUGE-SU1,3640,SYSTEM123U.TXT,0.23577,0.15508,0.18710,1
ROUGE-SU1,3640,SYSTEM12.TXT,0.23577,0.15508,0.18710,1
ROUGE-SU1,3640,SYSTEM2.TXT,0.23577,0.15508,0.18710,1
ROUGE-SU1,3640,SYSTEM1.TXT,0.46341,0.40426,0.43182,1
ROUGE-SU1,3640,SYSTEM13.TXT,0.46341,0.40426,0.43182,1
ROUGE-SU1,3640,SYSTEM23.TXT,0.23577,0.15508,0.18710,1
ROUGE-SU1,3640,SYSTEM3.TXT,0.78862,0.23206,0.35860,1
ROUGE-SU1,3640,SYSTEM13U.TXT,0.46341,0.40426,0.43182,1

ROUGE-SU1,2306,SYSTEM23U.TXT,0.18110,0.14557,0.16140,1
ROUGE-SU1,2306,SYSTEM13.TXT,0.23622,0.13889,0.17493,1
ROUGE-SU1,2306,SYSTEM13U.TXT,0.23622,0.13889,0.17493,1
ROUGE-SU1,2306,SYSTEM123U.TXT,0.18110,0.14557,0.16140,1
ROUGE-SU1,2306,SYSTEM23.TXT,0.18110,0.15132,0.16487,1
ROUGE-SU1,2306,SYSTEM123.TXT,0.18110,0.15132,0.16487,1
ROUGE-SU1,2306,SYSTEM2.TXT,0.18110,0.15132,0.16487,1
ROUGE-SU1,2306,SYSTEM12.TXT,0.18110,0.15132,0.16487,1
ROUGE-SU1,2306,SYSTEM12U.TXT,0.18110,0.14557,0.16140,1
ROUGE-SU1,2306,SYSTEM1.TXT,0.23622,0.13889,0.17493,1
ROUGE-SU1,2306,SYSTEM3.TXT,0.28346,0.14229,0.18947,1

ROUGE-SU1,3638,SYSTEM12U.TXT,0.70588,0.39252,0.50450,1
ROUGE-SU1,3638,SYSTEM13.TXT,0.70588,0.39252,0.50450,1
ROUGE-SU1,3638,SYSTEM1.TXT,0.47059,0.25688,0.33234,1
ROUGE-SU1,3638,SYSTEM23U.TXT,0.70588,0.39252,0.50450,1
ROUGE-SU1,3638,SYSTEM12.TXT,0.70588,0.39252,0.50450,1
ROUGE-SU1,3638,SYSTEM2.TXT,0.70588,0.39252,0.50450,1
ROUGE-SU1,3638,SYSTEM23.TXT,0.70588,0.39252,0.50450,1
ROUGE-SU1,3638,SYSTEM13U.TXT,0.70588,0.39252,0.50450,1
ROUGE-SU1,3638,SYSTEM3.TXT,0.40336,0.23415,0.29630,1
ROUGE-SU1,3638,SYSTEM123U.TXT,0.70588,0.39252,0.50450,1
ROUGE-SU1,3638,SYSTEM123.TXT,0.70588,0.39252,0.50450,1

ROUGE-SU1,3639,SYSTEM13U.TXT,0.36975,0.25287,0.30034,1
ROUGE-SU1,3639,SYSTEM1.TXT,0.22689,0.18243,0.20225,1
ROUGE-SU1,3639,SYSTEM12.TXT,0.22689,0.18243,0.20225,1
ROUGE-SU1,3639,SYSTEM123U.TXT,0.36975,0.25287,0.30034,1
ROUGE-SU1,3639,SYSTEM13.TXT,0.22689,0.18243,0.20225,1
ROUGE-SU1,3639,SYSTEM2.TXT,0.33613,0.17778,0.23256,1
ROUGE-SU1,3639,SYSTEM123.TXT,0.36975,0.25287,0.30034,1
ROUGE-SU1,3639,SYSTEM23U.TXT,0.36975,0.25287,0.30034,1
ROUGE-SU1,3639,SYSTEM3.TXT,0.66387,0.29699,0.41039,1
ROUGE-SU1,3639,SYSTEM23.TXT,0.36975,0.25287,0.30034,1
ROUGE-SU1,3639,SYSTEM12U.TXT,0.22689,0.18243,0.20225,1

ROUGE-SU1,2305,SYSTEM13U.TXT,0.42975,0.18375,0.25743,1
ROUGE-SU1,2305,SYSTEM123.TXT,0.42975,0.18375,0.25743,1
ROUGE-SU1,2305,SYSTEM3.TXT,0.43802,0.14481,0.21766,1
ROUGE-SU1,2305,SYSTEM12U.TXT,0.42975,0.18375,0.25743,1
ROUGE-SU1,2305,SYSTEM1.TXT,0.42975,0.18375,0.25743,1
ROUGE-SU1,2305,SYSTEM23.TXT,0.42975,0.18375,0.25743,1
ROUGE-SU1,2305,SYSTEM123U.TXT,0.42975,0.18375,0.25743,1
ROUGE-SU1,2305,SYSTEM2.TXT,0.42975,0.18375,0.25743,1
ROUGE-SU1,2305,SYSTEM13.TXT,0.42975,0.18375,0.25743,1
ROUGE-SU1,2305,SYSTEM23U.TXT,0.42975,0.18375,0.25743,1
ROUGE-SU1,2305,SYSTEM12.TXT,0.42975,0.18375,0.25743,1

ROUGE-SU1,2304,SYSTEM12U.TXT,0.50435,0.33333,0.40138,1
ROUGE-SU1,2304,SYSTEM23U.TXT,0.50435,0.33333,0.40138,1
ROUGE-SU1,2304,SYSTEM1.TXT,0.50435,0.33333,0.40138,1
ROUGE-SU1,2304,SYSTEM2.TXT,0.34783,0.25641,0.29520,1
ROUGE-SU1,2304,SYSTEM123.TXT,0.50435,0.33333,0.40138,1
ROUGE-SU1,2304,SYSTEM3.TXT,0.51304,0.25764,0.34302,1
ROUGE-SU1,2304,SYSTEM12.TXT,0.50435,0.33333,0.40138,1
ROUGE-SU1,2304,SYSTEM13U.TXT,0.50435,0.33333,0.40138,1
ROUGE-SU1,2304,SYSTEM23.TXT,0.34783,0.25641,0.29520,1
ROUGE-SU1,2304,SYSTEM13.TXT,0.50435,0.33333,0.40138,1
ROUGE-SU1,2304,SYSTEM123U.TXT,0.50435,0.33333,0.40138,1

ROUGE-SU1,2303,SYSTEM123U.TXT,0.61345,0.51773,0.56154,1
ROUGE-SU1,2303,SYSTEM3.TXT,0.84874,0.39764,0.54155,1
ROUGE-SU1,2303,SYSTEM2.TXT,0.61345,0.51773,0.56154,1
ROUGE-SU1,2303,SYSTEM23.TXT,0.61345,0.51773,0.56154,1
